Vehicle ID;Position;Speed (km/h);Data Transfer Rate (Mbps);Connection Duration (s);Traffic Density (%);Network Load (Mbps);Latency (ms);Throughput (Mbps);Signal Strength (dBm);Intrusion Detected;Anomaly Score;Encryption Status;Intrusion Type;Resource Allocation (Mbps);Optimization Status
V00150;(-5.920621938581405, 123.61598521630009);25.3998708;6.935812982;15;6.686192727;5.955372367;85.1260234;5.387917974;-67.58564479;1;0.555363881;Yes;None;26.94157035;0
V00151;(-25.28986824157066, -1.2184411020455173);106.9745751;4.700449771;7;64.9319499;9.133427882;91.6088497;4.914756335;-57.7405643;0;0.413964513;Yes;Data Exfiltration;13.85130553;0
V00152;(21.64781656001543, 141.919573834878);9.66361365;9.82855236;65;22.80115566;21.43950365;31.15779292;9.894670139;-53.63695178;0;0.791937949;No;None;25.16757058;1
V00153;(79.47190260406575, -89.82379842665448);69.21688134;2.183950053;119;18.396674;52.85487889;52.78050434;10.40416325;-76.78314281;0;0.029725275;Yes;Data Exfiltration;40.17471068;0
V00154;(-21.57428040746582, -130.6341630173322);30.90916277;7.002121892;118;57.78861906;54.48448127;18.33035087;16.27905191;-78.49568945;1;0.545724588;No;Data Exfiltration;46.65589499;1
V00155;(-42.44487205462901, -107.49117772206914);24.14958624;4.754285417;77;54.60969517;88.50254111;79.31331554;15.47079532;-62.46715033;1;0.327018392;Yes;Data Exfiltration;26.1631585;1
V00156;(89.8665083224125, -12.849562675325927);42.64665055;6.60976749;86;53.57437589;50.55589183;35.61086853;6.411188332;-54.27771429;1;0.545158426;No;DoS;44.56926745;0
V00157;(-5.850233710730009, 74.95570075293816);52.30889627;2.928066059;38;39.66906448;93.46386373;59.26633738;14.12146696;-69.45580741;0;0.068161212;Yes;MITM;35.9159961;1
V00158;(63.9013258340118, 10.306382105866277);41.12279453;7.181659659;6;19.01662156;59.98091871;72.70567777;14.13241847;-55.80415262;0;0.272193355;Yes;None;10.24794508;0
V00159;(-48.16784559640444, -154.98683285571659);23.70601235;8.070056562;18;50.45651661;72.96955739;92.78222279;11.16145798;-69.97636481;1;0.73176663;Yes;DoS;14.10167901;1
V00160;(-53.730748394758784, -125.63519982321769);73.26161152;5.892954369;35;93.32566019;65.172914;58.58832608;11.49264207;-44.25907141;0;0.418022997;Yes;Data Exfiltration;3.908121401;1
V00161;(-85.21478206974315, 85.89970499336681);29.19190645;5.927012057;80;45.55711019;73.755691;85.14814994;11.85695111;-78.16399979;1;0.104998522;Yes;MITM;33.20250418;0
V00162;(-31.583089545770548, -23.044794356277208);69.61229798;1.755629797;58;84.19960635;11.96117268;49.74844041;2.167940339;-53.26477003;0;0.04480848;No;MITM;15.07452764;1
V00163;(75.02726153166438, -27.22125582217049);111.8499131;2.675254629;102;86.98996119;30.41304437;88.46711468;18.09239497;-46.13738611;0;0.488630203;No;DoS;40.16871548;0
V00164;(64.94996573040464, -121.54082563412925);58.17433449;7.417290002;56;72.0067148;99.842516;60.5113924;9.160230813;-41.91233638;1;0.321661277;No;None;4.1985495;1
V00165;(29.887709264686976, 20.9400250784185);81.07294984;5.863124576;96;0.22907268;82.37432634;48.12504234;14.70795462;-44.22390194;0;0.435785005;No;Data Exfiltration;25.74971943;1
V00166;(-49.52642319285391, -141.74607251961123);42.59625135;0.888189882;100;56.38450905;43.67477776;25.31343744;19.10779994;-69.84919008;0;0.496933574;Yes;DoS;48.69388875;1
V00167;(-36.350390075749345, 60.5914248744682);40.23438777;7.364701459;84;10.8865694;67.54775315;94.4108964;9.623480147;-40.95244287;1;0.772009393;No;DoS;30.68722891;1
V00168;(-57.54278243799968, -175.63818165074068);101.6011593;7.444683183;110;19.84199062;54.76134577;17.46319048;16.04230702;-74.29157184;0;0.168736205;Yes;DoS;26.35312123;0
V00169;(39.96594431637425, -90.16884199201473);86.48093985;8.286836525;120;13.58890652;39.7482325;42.73320727;2.951349382;-76.03311433;1;0.884689769;No;None;15.90220551;0
V00170;(73.33097526778565, -153.22298079788473);9.302116711;8.488323987;37;55.74014999;78.78989665;28.77922575;7.171353008;-69.57570935;1;0.515658414;No;MITM;7.452059093;1
V00171;(-5.956569082216916, 167.37852076647795);108.4030538;7.768180419;18;40.88084128;33.1388489;84.47779189;3.273607291;-72.06972977;0;0.40440624;No;MITM;16.84785533;0
V00172;(9.942307195117223, -102.82176564891449);9.675121061;2.449530049;46;52.88601828;42.1096244;91.18491063;2.61100968;-77.41409261;1;0.916032684;Yes;MITM;7.178519456;1
V00173;(58.32722864719048, 34.747759574653145);66.18909793;9.132701427;116;60.81837784;57.36828502;94.20159933;5.329341465;-61.55669962;0;0.199556243;No;None;15.22187977;0
V00174;(-48.713776537171526, -115.36494059538967);45.47908603;9.636449087;26;85.05793796;82.50554966;92.43108814;15.7668989;-57.64921186;1;0.646413808;Yes;Data Exfiltration;25.43644589;1
V00175;(-64.28542442114984, -154.03386952600022);2.887903619;1.91341145;69;25.9890602;22.68021902;31.75953886;17.87071984;-50.44640066;0;0.712416167;Yes;MITM;41.48007122;0
V00176;(-28.09810937084037, 123.75147607956148);54.66579003;5.179204932;32;42.86166884;5.472576704;69.53001436;3.338104799;-47.82024519;0;0.698812934;Yes;MITM;39.44787951;1
V00177;(-11.397501888517652, 104.43853463979372);73.49992842;9.444418409;7;30.7170655;12.29487886;19.83803578;14.08637683;-68.1953292;0;0.47932506;Yes;DoS;4.935429075;0
V00178;(-5.733245063281316, -74.2766697081462);101.4284884;3.160354683;11;56.72288799;40.43939368;49.72389652;1.926672766;-69.84568187;0;0.907077364;No;DoS;26.68147396;0
V00179;(22.932771668107506, 68.70400628223885);95.45242745;5.428846545;77;37.89853139;33.97147477;19.52932662;17.79521437;-65.71838689;1;0.464058509;No;DoS;2.538113213;1
V00180;(27.27406471888031, -140.71076511864646);18.17074855;4.597234399;17;18.95121763;63.86407688;13.7060181;16.45131544;-63.6576948;0;0.185989553;Yes;MITM;2.249529076;0
V00181;(70.37825285319201, -73.71641247887985);72.83906333;1.676373314;21;81.44952347;8.356821238;94.88943576;17.04540268;-76.8456246;0;0.816234783;No;MITM;34.99772885;1
V00182;(-38.887260854222845, -82.19009319157632);22.79984494;5.598162089;27;70.61320731;12.35367273;42.47073166;2.662020539;-52.92717728;0;0.868006398;No;MITM;27.5994595;1
V00183;(-33.82545045287072, 122.5302167806804);64.38578609;5.685677859;107;94.64455607;92.85503891;99.19614763;15.95435707;-76.48204898;0;0.955253806;Yes;DoS;36.66844607;1
V00184;(-71.6661518421243, -27.291892584275388);22.44498356;1.036389584;59;96.05061238;90.49132872;58.91931419;6.622560551;-62.67764362;1;0.805503941;No;DoS;48.15196437;1
V00185;(3.2779070995529196, 124.1129823549586);53.35002413;8.64119467;6;64.81107931;89.26992309;39.17188306;3.507768979;-67.38790933;1;0.906553306;No;MITM;21.42019098;0
V00186;(-85.00533556955168, 9.033998032833608);30.86489599;7.881193582;13;26.55952559;6.363152764;13.82870014;17.05831487;-40.3939372;1;0.026688522;Yes;None;5.068255843;0
V00187;(35.468568133600826, -7.720091857860723);37.33536889;3.275756209;109;84.1553219;53.16932647;13.03079049;14.74379139;-41.24557138;0;0.39131328;No;MITM;1.840427929;1
V00188;(-36.8877054269772, -38.20847039921594);62.98900761;1.91439883;62;21.42273159;21.46833168;75.1504353;9.52627158;-45.3039003;1;0.850792308;No;MITM;16.49893928;0
V00189;(-71.79025865376961, -56.16723719351768);88.61587307;2.406478782;16;5.716661929;77.045685;67.27785083;8.260473933;-57.12646553;1;0.82905652;Yes;None;42.38883403;0
V00190;(-10.751466321874958, -152.56923452152034);112.9382787;8.200087005;6;96.17694507;88.06299822;55.45747104;15.15634274;-57.275462;0;0.100324083;No;DoS;43.3775632;0
V00191;(-45.94778269391369, 24.58506561035111);53.30427282;6.754075392;53;57.98680608;33.62735362;96.43295353;15.55220893;-40.17716546;0;0.394077108;Yes;Data Exfiltration;26.96442429;0
V00192;(32.47837211727901, -116.27356896602754);58.45876995;2.304259045;87;52.72126116;31.967828;53.94378576;6.064768901;-43.24690142;0;0.642898498;Yes;Data Exfiltration;19.05245815;1
V00193;(-62.572312824261566, -96.65075571152424);5.006544205;4.47306693;110;38.07995528;29.79056348;54.33331659;3.641669949;-74.99796025;1;0.520067756;Yes;DoS;14.27355967;1
V00194;(51.28651603583086, -29.912222270601006);43.00201231;1.783792124;108;39.88820049;33.92120562;65.05743982;18.3658871;-56.80376741;0;0.958869359;Yes;None;39.14472242;0
V00195;(48.663101485620814, -133.1565059644679);22.39316641;4.712901065;49;43.90766732;60.1038249;12.84818259;15.34296026;-51.10216662;1;0.254768184;Yes;DoS;29.10030338;0
V00196;(-6.643910171768184, 89.95326897464008);43.60362458;7.567695588;67;57.78871063;47.08788207;69.09459674;7.385299048;-63.89143808;1;0.192888698;No;Data Exfiltration;28.74261218;1
V00197;(2.428459757906012, -156.68827164132196);91.56881869;0.634608904;69;15.22716186;25.18833881;46.30227135;7.311664701;-57.15755157;1;0.97565101;Yes;MITM;17.77089934;0
V00198;(16.02871230157028, 59.125938745362845);57.99054154;2.952442743;28;53.66662406;43.43122175;11.55090024;18.40045065;-47.23008914;0;0.049781295;Yes;Data Exfiltration;38.18769904;1
V00199;(-46.75128884664163, -21.111811653014172);17.63015143;1.05183803;83;57.20695575;66.06211481;61.18340711;7.319518116;-57.04713354;0;0.570639938;Yes;MITM;47.97141105;0
V00200;(51.092458589539035, -129.11604401079998);50.96231072;9.839226516;64;2.789492489;29.53741381;22.4714828;12.71070511;-51.11198506;0;0.501939125;No;None;44.82683512;1
V00201;(10.772692932546633, -41.1430317301905);10.55347391;9.260940098;34;12.90483599;7.51731479;67.19282938;3.106932154;-68.80063042;1;0.855640347;No;Data Exfiltration;7.56134779;1
V00202;(-60.522956950069336, 110.11401075171119);82.77289942;3.521149716;57;72.10529754;50.39659072;92.59599808;11.39582906;-72.71331426;1;0.527937995;Yes;Data Exfiltration;16.97154879;0
V00203;(52.4681725910323, 57.572258103918614);47.33898599;3.014405461;22;64.99654947;89.92808887;31.68828909;11.96519263;-48.46997753;0;0.035886132;Yes;MITM;46.50661246;0
V00204;(-58.758431396904044, 49.4743833243036);89.01931892;9.395152461;68;65.78747952;16.05835013;25.58480882;7.866112921;-79.50725352;0;0.239663401;Yes;None;21.61039273;1
V00205;(-44.087755883235715, -120.90698282754346);20.65508686;9.327179711;86;55.70371294;63.72786321;66.27131522;13.88870057;-79.44029039;0;0.932209696;Yes;None;9.182013613;1
V00206;(-52.80863639438117, 56.599243247790554);100.0192892;8.727839626;35;60.7884212;15.03512902;12.2747902;9.13505999;-60.65848206;0;0.851523599;No;DoS;19.16521876;1
V00207;(45.703610562892294, -112.4850749301561);110.7877107;7.762789063;116;58.99887098;10.43116668;97.98360584;6.865464717;-50.46826691;1;0.782643313;No;None;33.4940688;1
V00208;(28.10878974171773, -26.859566288999503);97.187795;4.777009356;22;5.446809413;80.80266106;25.28953827;5.539608786;-59.43626284;0;0.8065424;Yes;MITM;17.56928605;0
V00209;(-70.3481530788051, -99.26576436861707);71.50702923;6.264165495;39;42.42999493;47.37636921;67.58071768;8.537914907;-56.85413729;1;0.673573144;Yes;None;9.837889578;0
V00210;(76.70401019517402, -164.49069097066683);58.24754732;5.726330427;60;82.62469669;75.62713574;47.06549858;8.781410901;-54.88580377;0;0.924134343;No;None;11.29827327;1
V00211;(-71.21900897559509, -10.602536335846054);36.46774081;6.854824644;113;55.96260262;85.53963088;99.76143886;17.47695515;-62.00038497;0;0.55129731;No;None;15.59316313;1
V00212;(43.27453005167976, -8.148517501280253);31.74984779;4.180900035;55;17.14816291;86.9205838;92.15371819;16.10528628;-55.08478754;1;0.329636821;No;Data Exfiltration;44.67460812;0
V00213;(36.04045080808646, -125.45015606036046);57.27480426;6.358448793;103;1.165662342;84.66143924;99.91540939;18.71789963;-41.01747796;0;0.532228169;No;Data Exfiltration;5.411951184;1
V00214;(85.03280541143317, 3.0729009639381104);118.677242;7.365971463;67;93.23148983;2.544415017;65.04888866;18.14213023;-48.27040519;1;0.783659773;Yes;None;38.30015757;0
V00215;(58.02156498459391, -144.45178425247278);23.67891704;2.652625625;86;9.379286131;66.10797249;74.17707434;10.88968972;-64.19937244;0;0.338905891;Yes;MITM;46.5576346;0
V00216;(-17.03251743716828, 41.04607192407974);61.27152119;5.62770309;119;72.85302198;46.53553975;19.88893407;3.79935095;-57.16426182;1;0.882507536;Yes;Data Exfiltration;49.45546524;1
V00217;(-79.52469450265369, 141.7248019042653);60.00065789;9.598100973;79;21.4335573;0.831543987;86.69137144;13.64484847;-78.59418316;0;0.671670627;No;Data Exfiltration;3.457503349;0
V00218;(-23.904403424962467, 156.57730715062797);20.37103095;0.682826467;18;54.62329499;86.62936932;94.99692454;19.91492595;-74.70389373;0;0.195999946;No;Data Exfiltration;31.1239519;0
V00219;(-15.685302217495263, 179.41640133411147);72.40773661;2.011887688;64;23.17784695;26.34263159;78.70548031;4.101849681;-55.42220613;0;0.362906447;No;MITM;47.86237906;1
V00220;(68.3381462771834, -57.91287890547166);51.03918706;1.381736048;85;75.74406491;35.93181192;28.26842039;7.738248699;-71.93798345;0;0.111993665;No;MITM;44.87811694;0
V00221;(-38.059724844218536, 146.94795589560772);71.85926554;1.206997067;45;13.86589109;2.483518912;28.65425566;7.885746876;-41.96035138;0;0.482012732;Yes;None;12.35580509;0
V00222;(-67.14359772946196, 148.16316246484092);113.0449176;8.34955026;78;1.545491592;44.20772463;65.39543634;19.99558415;-48.25517201;1;0.967436579;No;DoS;45.56432298;1
V00223;(-40.61853953557117, 156.67526854206636);97.57961288;3.756974951;60;52.63424789;66.0265028;99.51819817;16.44412428;-71.67310218;1;0.708022971;No;Data Exfiltration;21.18543313;0
V00224;(-28.186044540413995, -76.33607529500132);107.5497709;3.495156276;67;73.75546256;46.86669548;52.09377952;18.03528769;-64.12218411;1;0.477326751;No;Data Exfiltration;36.79491467;1
V00225;(87.67633548088438, -76.51814772091855);29.57308781;6.562875133;88;29.83227286;92.43340703;64.14306147;3.869375242;-51.16012601;1;0.189944955;Yes;None;2.859514509;0
V00226;(64.07321836584387, 91.63246830627662);27.54139341;1.277274731;38;61.28738107;89.45237978;85.31654406;5.420886538;-65.04196127;0;0.721146218;No;Data Exfiltration;1.833940491;0
V00227;(-85.23543422250141, 161.43276133337787);85.84834664;3.005619537;99;57.95220073;63.86389678;91.88685874;16.08479581;-73.77915208;1;0.781141733;Yes;MITM;38.17612365;1
V00228;(0.8686490554301685, -75.47380252687215);66.26070867;4.793840262;63;2.311626892;88.62606696;54.78164459;9.449051234;-45.58595467;0;0.715217663;No;DoS;23.25968664;1
V00229;(30.808694009647823, -169.4405617098586);20.41585973;9.576220903;49;39.97120285;45.99958742;21.22740245;5.157465038;-75.46768724;1;0.958578823;Yes;MITM;36.89416376;1
V00230;(-57.30492708636509, 61.09056677753239);40.89058083;7.430964012;57;41.6319882;42.90564653;96.68702816;14.99178142;-73.07655946;0;0.112468318;No;None;46.97344612;0
V00231;(64.07250139390376, 175.2177203318672);55.01409568;7.672738445;71;1.635325608;24.33579628;89.31750963;3.420252275;-70.44416889;0;0.083984491;No;MITM;34.54360002;0
V00232;(28.527207889262243, -109.20691020455641);49.5628803;9.271884705;116;2.533799817;71.33021083;21.1342604;17.49061446;-58.49656975;1;0.919514933;Yes;None;7.845870037;1
V00233;(-55.75631469652176, 96.64373359479691);8.327177483;2.757572012;116;30.55190817;7.329608536;96.14437237;1.091452812;-64.04616323;1;0.20360535;No;Data Exfiltration;49.98039955;0
V00234;(23.547687613276963, -73.1134359440921);81.1368416;9.944421151;35;13.72043725;6.369599069;93.66137909;9.815147771;-63.90372707;0;0.896055073;Yes;MITM;5.444344938;0
V00235;(85.21117487585485, 37.627193184583064);18.59804924;7.993675123;90;88.6098847;5.733763573;49.94085491;18.98186902;-74.57978867;0;0.971607632;Yes;DoS;46.12294603;0
V00236;(-6.742858088550278, -84.57112151165099);92.65458334;0.792678666;46;38.48514624;40.2047974;57.81254763;19.12151788;-79.68959904;0;0.802599809;No;MITM;8.343979494;0
V00237;(-14.83031607573848, 84.95762482046001);0.292669623;6.705460066;40;80.3238844;93.23378488;70.17143135;6.568711552;-40.22058834;1;0.880553397;Yes;None;41.49340746;0
V00238;(-58.633137470127906, 149.54163233586604);114.7520597;5.836748278;35;48.45556373;93.59955035;77.83077621;14.24847858;-45.95829805;0;0.768898213;No;DoS;8.459644468;0
V00239;(-65.73547112127342, 152.7124689475857);10.89599789;7.334935531;110;98.53453578;15.25402571;46.66133609;19.67720838;-70.27280749;0;0.983542259;Yes;MITM;45.16422806;0
V00240;(-40.72846216696049, -22.131379083276443);15.47544975;3.86589248;17;99.43818914;97.53100506;35.47613575;11.26426709;-61.02609497;0;0.077823223;Yes;None;0.742764508;0
V00241;(16.04140997627232, 69.99621946988603);106.8689647;4.842554973;25;64.52088194;16.59605144;18.03198903;10.34668721;-59.9447647;1;0.104050729;Yes;MITM;45.38386942;0
V00242;(-41.43469061663584, 90.48819744772095);119.6334586;3.941951035;94;50.51407836;51.02778352;58.64452542;1.347742847;-56.15834358;1;0.87488119;Yes;None;24.76923648;0
V00243;(85.72936226046167, 138.97735186715624);13.77259769;1.714328044;95;7.520359085;61.63588483;13.73382149;4.516781607;-44.73622535;1;0.672198511;No;DoS;28.50544721;0
V00244;(50.695332288493205, -169.15010397226695);100.742649;6.595069597;38;21.42243933;77.78419685;99.88135521;13.50113685;-46.17016692;1;0.768917629;No;DoS;2.320738677;0
V00245;(32.74816482473078, -156.05328659877995);16.92167372;9.786609412;13;47.23356443;17.58545438;56.22889329;8.64526796;-76.85523324;0;0.966884564;No;Data Exfiltration;46.97674428;0
V00246;(57.16215914459832, -113.1627811726244);21.91556451;1.061039588;105;75.90843349;64.92117865;63.22678413;17.88539561;-52.31088911;1;0.189401888;No;Data Exfiltration;5.03722268;1
V00247;(3.8533361048628763, -74.55603522982425);37.08949701;9.561538928;96;33.61037335;61.03064358;10.29926377;9.799808653;-59.79575416;0;0.217311377;No;Data Exfiltration;14.12965855;0
V00248;(-12.098419243176835, 40.238044693859365);72.28742312;7.541922849;11;36.0756158;76.61451043;17.11595799;3.599011664;-52.24585888;1;0.306701792;Yes;None;7.807166718;0
V00249;(-79.11727848555225, 127.18087094936845);5.550152728;1.931915728;75;21.81686226;79.29768834;37.83048341;15.2978696;-43.97122048;0;0.348793162;Yes;MITM;44.60750583;1
V00250;(-41.96267534049141, 162.28976291242327);32.26484909;4.30248868;100;11.45386615;75.27291521;70.03465245;17.3506488;-77.02495475;0;0.394742884;No;MITM;33.68672459;1
V00251;(-75.88328120740475, -25.54232335818449);95.84211421;4.401124758;56;87.23259993;53.56001282;61.79656507;3.065779561;-67.95404674;1;0.018139489;No;None;24.04729951;1
V00252;(-41.38661490694773, -173.2565125140121);57.50909435;9.479375425;14;60.08541222;94.17284428;53.79531975;11.77728482;-59.69942382;1;0.77409811;Yes;DoS;0.437278996;1
V00253;(31.802113405602455, 141.27199196255287);49.13794009;9.069953287;35;57.90667523;69.76362852;56.86052346;12.66330948;-56.05764057;1;0.897809176;Yes;DoS;2.433602381;1
V00254;(-21.380756612983888, -71.67816096371646);23.03856491;3.616755518;55;97.30617814;3.669212732;73.68213724;1.685501133;-49.5776535;0;0.523314638;No;DoS;12.07206892;0
V00255;(50.95006468364622, 107.99300102521806);30.40159711;4.389395519;50;66.95445907;52.7184235;89.55662608;10.43522947;-57.39150761;1;0.277651671;Yes;MITM;35.39200242;1
V00256;(83.09334872338198, 88.86618617065659);116.3776366;2.100243442;110;62.73537457;21.69550257;27.36009177;6.603486921;-60.64390231;1;0.926562504;Yes;None;4.936126829;0
V00257;(-26.270605142252244, 84.85800230246429);53.91491492;2.542499433;71;29.80369229;87.78121307;76.46204458;5.656725466;-42.54781653;1;0.048631712;No;Data Exfiltration;39.10236422;0
V00258;(-40.61586214449678, 174.39195643287417);99.04746776;6.402874662;24;18.76809787;43.53378403;58.93065165;2.720540949;-58.54946583;1;0.990892227;Yes;None;41.82906129;0
V00259;(21.145038245692106, 67.7397184855815);36.32818808;8.229051834;51;38.45251142;3.772283176;50.74030297;10.96650381;-58.33529392;0;0.937408929;Yes;Data Exfiltration;11.13957108;0
V00260;(48.74597677320418, 46.6356243516023);39.69907947;0.7971495;92;62.55524499;86.08750529;23.22176834;5.331874801;-53.52743067;1;0.361684045;No;DoS;26.15557516;0
V00261;(-44.91490752856913, -133.03828914397442);102.5787376;7.861788744;17;65.33774477;24.62503782;47.981999;6.66861354;-53.76983284;1;0.736243005;No;DoS;44.03223048;1
V00262;(6.521632572245693, -173.63200037779907);97.78355288;8.664053098;63;29.13259744;73.60466157;60.28399977;7.441635586;-68.85126775;1;0.597460892;Yes;Data Exfiltration;24.96126407;1
V00263;(15.400553355999932, -29.587111617179488);45.31017716;5.25865159;12;93.36492474;40.95765307;35.19418138;7.507798677;-49.7920623;0;0.064429774;Yes;None;18.23595555;0
V00264;(-64.57258117505275, -122.97877397563627);38.22818325;2.676307303;111;52.74523323;2.727006041;32.20276078;2.858472383;-40.79199469;0;0.767778797;No;DoS;32.36010878;0
V00265;(-79.76667203655091, 25.13612802362539);91.42514854;0.748682131;50;71.06705602;1.957789188;49.28840132;17.05022573;-63.38042581;1;0.848764766;Yes;Data Exfiltration;29.93887923;1
V00266;(69.8558329383049, -133.48788534269684);51.73231828;7.948582051;46;24.86322995;8.973961113;21.92898751;12.25371072;-64.12836752;1;0.507101609;Yes;DoS;29.733891;1
V00267;(68.70368692890662, -64.15673791267277);44.71651377;4.644418017;70;4.123246681;43.05915624;13.25619684;19.21040677;-51.66787502;0;0.322415258;No;DoS;25.05379696;1
V00268;(29.46715619663695, -132.13609413355118);68.01475501;7.906785388;14;71.15223927;50.92168872;64.23008983;6.011579252;-78.22533912;0;0.023023577;No;None;19.17731619;1
V00269;(89.70081668567877, 158.36574768238893);86.63090439;6.018945617;79;87.51486646;77.65154268;16.46220994;3.059566271;-76.18223489;0;0.218526451;Yes;Data Exfiltration;5.851119285;1
V00270;(68.5819814446331, 89.234087627632);9.276609643;1.619365481;69;55.82862402;96.03856532;89.59982772;16.67030708;-59.08816929;1;0.640105016;Yes;Data Exfiltration;47.57407096;0
V00271;(-7.147810091919922, -146.12625772205493);92.07046827;7.945780965;17;16.68732083;10.04539348;49.01387904;1.707919228;-65.03178246;1;0.326217968;No;None;18.14678973;0
V00272;(-80.0856378034667, -92.59203651040386);54.59094282;9.565074539;5;34.13491847;76.42822932;41.96575109;10.84594026;-72.63510115;1;0.642990454;No;DoS;49.34442467;0
V00273;(12.087980955596521, -100.11349386874656);86.16179216;1.101803543;11;47.25561643;45.28731158;64.88160507;17.88332846;-65.59889561;1;0.743444832;Yes;Data Exfiltration;46.2314336;1
V00274;(-4.107953879761226, 86.1368879754329);46.28535898;7.022448814;88;94.32718869;17.14521409;36.60770704;5.949502576;-54.09318529;1;0.720004909;Yes;MITM;44.40614959;0
V00275;(-58.14343673698227, 77.82588953708597);31.54212548;4.963417562;61;2.842559555;86.10278562;90.54673672;2.928516205;-66.97479861;0;0.001304976;No;Data Exfiltration;6.34836629;0
V00276;(48.6185578164268, 101.41262025846606);13.43767708;0.579495122;110;38.30532809;16.68699191;47.10584337;2.121980655;-63.60480844;0;0.901180242;No;Data Exfiltration;2.022310379;0
V00277;(74.4166684328419, 37.494628654816154);48.08700563;0.990114145;112;77.4895506;92.09926559;27.04126649;17.03228984;-51.91952309;1;0.348150775;No;DoS;42.5750377;1
V00278;(-14.303274545545918, -154.34216130473402);13.68413715;1.822083028;49;54.70962047;15.79168124;43.31068411;19.87933058;-75.09348521;1;0.54469578;No;MITM;1.226340662;1
V00279;(21.58772520486312, -138.31596955741773);84.20566397;1.363205946;65;61.053667;37.54948774;23.89573077;5.151843645;-75.16345164;0;0.457883806;Yes;None;13.34547321;1
V00280;(-80.25750913677518, -78.92540128176873);53.57708509;3.960593512;82;40.41247018;19.88609748;30.57290498;12.437221;-77.13363866;1;0.69104352;No;DoS;1.083446513;1
V00281;(-34.82935802751653, -7.636750273403635);50.18579629;3.36591601;21;64.17678188;95.13630223;64.37901798;6.437389549;-51.55773921;1;0.202125793;Yes;DoS;20.18194758;0
V00282;(28.36942086619247, 35.41956051350428);107.1292749;9.885837513;56;65.67741261;82.7194622;76.91009021;1.193620758;-74.3015947;1;0.292568345;No;Data Exfiltration;34.84794691;1
V00283;(-11.407652475779798, -108.83592704649186);75.46767937;9.930562717;109;20.46421774;41.71418976;63.32538571;15.97094327;-55.85641352;0;0.900476859;Yes;Data Exfiltration;11.08474993;1
V00284;(-48.53443735634083, 40.91026887995224);23.93468424;5.083029731;47;94.57248742;66.64017275;17.39739161;12.13671744;-52.36722942;0;0.067347748;Yes;DoS;44.31155164;0
V00285;(-88.79505030619687, -38.54424714874679);73.19799957;2.156512453;54;28.86681462;3.844615685;43.73881754;4.904304343;-75.63403184;0;0.957713155;No;DoS;28.93960639;0
V00286;(51.29194990545244, 12.922338604313467);32.06699286;7.643399115;93;86.70430855;98.20081087;38.01749829;12.65368107;-71.96612799;0;0.246174028;Yes;Data Exfiltration;28.46493603;0
V00287;(-61.60319559338912, -97.58772765365595);99.68573443;4.018048046;92;26.34320793;63.22655352;42.24935757;3.921184533;-72.38158632;1;0.167856491;No;DoS;43.27202749;0
V00288;(-20.600072599258993, -140.4761881051215);51.39486046;4.610361072;13;39.91965341;26.06687809;89.42134005;9.751077577;-41.11331117;1;0.305427825;No;Data Exfiltration;13.80630429;1
V00289;(46.387681612328606, 25.277382145471762);119.3880654;8.86162951;106;48.67449207;68.02551524;69.0035778;6.630294918;-72.55662843;0;0.850359138;No;Data Exfiltration;20.63380735;1
V00290;(10.609876984444838, 73.72243859098691);105.972092;6.941460055;64;85.57748232;72.59812597;74.17573639;3.707198574;-64.08510159;1;0.267414958;No;Data Exfiltration;33.34407332;1
V00291;(-2.1221217398675805, -54.08795264956221);49.0931808;8.021591178;23;11.74291076;53.37228553;81.51227929;4.802615898;-46.79139245;1;0.154033834;No;DoS;27.13277352;1
V00292;(30.515231164531443, 115.39261641614422);109.0371544;7.926787612;118;88.90997063;60.92233298;61.77125429;13.27330982;-76.04707303;1;0.475807001;Yes;MITM;27.98473783;0
V00293;(-43.91954753390441, 160.45908064720538);27.49280605;9.323380071;94;52.18233369;97.94923256;83.04045718;18.71365468;-50.49389491;1;0.092886046;No;MITM;9.754734675;1
V00294;(-48.37027737088895, 146.2109115544992);26.37190939;6.721656607;100;70.34888092;80.83776291;26.98495718;11.53406062;-77.09983973;0;0.417065818;No;DoS;20.34912855;1
V00295;(-33.023648568774696, 157.94113664528805);31.42850201;8.852488137;94;85.7853559;90.98110646;58.73324068;11.56665351;-74.2083773;1;0.159656538;Yes;Data Exfiltration;38.3672611;1
V00296;(-4.705666977734268, 170.96214174943202);111.3069557;8.34935148;115;21.76350466;83.6991373;76.86265973;18.08778944;-78.37698396;1;0.969488428;No;MITM;2.782438671;0
V00297;(-52.34794994166434, 74.70597772125907);29.14644282;2.135278362;58;40.26305541;48.44218157;25.48645426;13.14050812;-44.31532221;1;0.010515236;Yes;None;45.84952716;0
V00298;(7.274486251548694, 75.66789669767246);89.53999999;4.013993896;35;21.66533191;24.12879871;48.90441828;3.046470531;-70.43981767;0;0.58325129;No;Data Exfiltration;13.73514293;1
V00299;(-21.252740741388507, 154.77103439272503);58.44213431;9.674721463;86;63.02674217;98.04988211;17.84239349;14.0483984;-64.8056334;0;0.50706164;Yes;None;31.37182403;1
V00300;(8.040999290763665, -134.40861282823093);62.02123985;5.161920744;120;57.52159824;90.23458231;87.97511914;18.47190228;-66.91148405;0;0.997135133;Yes;MITM;8.770065678;1
