Airbnb_ListingID;Lat;Lng;LocalizedCity;Bathrooms;Bedrooms;Beds;MaxGuests;isSuperhost;RoomType_Clean;SpaceType_Clean;PictureCount;ReviewCount;ReviewScore;StarRating;BasicNightPrice_CheckIn;BasicNightPrice_CheckOut;BasicNightPrice
1,24188E+18;28,91997699;-13,64438743;Puerto del Carmen;2;2;1;4;False;Entire Home;Entire rental unit;0;6;4,83;5;08/04/2026;13/04/2026;198,22
38334778;28,93641;-13,68556;Tías;1;1;2;2;True;Entire Home;Entire rental unit;58;141;4,99;5;16/12/2025;21/12/2025;130,14
52746446;28,86226;-13,8296;Playa Blanca;1;1;1;2;False;Entire Home;Entire rental unit;22;100;4,86;5;21/03/2026;26/03/2026;112,04
5080595;28,8639;-13,82974;Playa Blanca;1;1;1;3;True;Entire Home;Entire rental unit;23;246;4,89;5;15/12/2025;20/12/2025;82,74
17294794;28,87239;-13,83924;Playa Blanca;1;1;1;4;True;Entire Home;Entire rental unit;23;198;4,96;5;02/12/2025;07/12/2025;143,07
1,36873E+18;29,0009129;-13,487126;Costa Teguise;1;1;2;2;False;Entire Home;Entire rental unit;0;10;4,9;5;29/11/2025;04/12/2025;95,66
7,68672E+17;28,9978282;-13,4898771;Costa Teguise;2;2;3;4;False;Entire Home;Entire rental unit;23;30;4,6;4,5;03/03/2026;08/03/2026;125,83
20267904;29,00018;-13,48929;Costa Teguise;1;2;3;4;True;Entire Home;Entire rental unit;23;66;4,92;5;17/03/2026;22/03/2026;130,14
8,42067E+17;29,00086;-13,4917;Costa Teguise;2;2;4;5;True;Entire Home;Entire rental unit;39;4;4,25;4,5;29/01/2026;03/02/2026;165,47
1,33462E+18;28,9237574;-13,6458134;Puerto del Carmen;1;1;1;2;True;Entire Home;Entire rental unit;0;13;4,77;5;30/11/2025;05/12/2025;
1,36592E+18;28,9238264;-13,6458251;Puerto del Carmen;1;1;1;3;False;Entire Home;Entire rental unit;0;10;4,9;5;18/01/2026;23/01/2026;105,15
42791982;28,91959;-13,65363;Puerto del Carmen;1,5;2;3;4;True;Entire Home;Entire rental unit;22;9;4,89;5;05/12/2025;10/12/2025;141,34
7,96776E+17;28,92327;-13,65065;Puerto del Carmen;1;1;1;2;False;Entire Home;Entire rental unit;16;7;4;4;14/12/2025;19/12/2025;100,84
13016666;28,92482185;-13,66019344;Tías;1;2;5;4;False;Entire Home;Entire rental unit;30;121;4,86;5;12/12/2025;17/12/2025;99,97
8,53618E+17;28,9256;-13,66133;Tías;1;1;3;3;False;Entire Home;Entire rental unit;28;9;4,67;4,5;03/04/2026;08/04/2026;96,53
6,33988E+17;28,92449;-13,66092;Puerto del Carmen;1;1;1;2;False;Entire Home;Entire rental unit;11;72;4,54;4,5;01/04/2026;06/04/2026;81,01
17151012;28,92392;-13,65617;Tías;0;2;3;4;False;Entire Home;Entire rental unit;24;15;4,4;4,5;12/12/2025;19/12/2025;99,97
7,74591E+17;28,92493706;-13,66294339;Puerto del Carmen;1;1;1;2;False;Entire Home;Entire rental unit;9;62;4,66;4,5;04/12/2025;09/12/2025;80,15
13298700;28,92089;-13,66759;Tías;2;1;1;2;True;Entire Home;Entire rental unit;48;101;4,8;5;24/03/2026;29/03/2026;82,74
8,07037E+17;28,92422732;-13,66987378;Puerto del Carmen;2;2;3;4;True;Entire Home;Entire rental unit;35;55;4,93;5;23/11/2025;28/11/2025;262
1,10377E+18;28,92222;-13,67035;Tías;1;1;2;3;True;Entire Home;Entire rental unit;15;12;5;5;16/12/2025;21/12/2025;176,68
7,67137E+17;28,92356658;-13,66549564;Tías;1;1;3;3;False;Entire Home;Entire rental unit;23;18;4,83;5;14/12/2025;19/12/2025;99,97
9,43278E+17;28,92278723;-13,66682429;Tías;1;1;2;2;True;Entire Home;Entire rental unit;25;14;4,71;4,5;02/02/2026;07/02/2026;87,91
13524970;28,92102;-13,66824;Tías;1;1;1;3;False;Entire Home;Entire rental unit;21;69;4,65;4,5;25/02/2026;02/03/2026;111,18
1,38739E+18;28,92200445;-13,66411436;Tías;3;2;3;4;False;Entire Home;Entire rental unit;0;0;;;02/11/2025;07/11/2025;169,78
42894359;28,92235;-13,67572;Tías;1;0;2;2;False;Entire Home;Entire rental unit;8;31;4,87;5;11/04/2026;16/04/2026;103,42
7,09371E+17;28,92362;-13,67159;Puerto del Carmen;2;2;4;4;True;Entire Home;Entire rental unit;39;37;4,92;5;25/11/2025;30/11/2025;303,37
42869051;28,92309;-13,67143;Tías;1;1;1;2;False;Entire Home;Entire rental unit;16;25;4,28;4,5;17/11/2025;23/11/2025;94,8
1,4058E+18;28,92208975;-13,67666797;Puerto del Carmen;1;1;1;2;False;Entire Home;Entire rental unit;0;9;4,22;4;31/03/2026;05/04/2026;83,6
30692685;28,86067;-13,83472;Playa Blanca;1;1;1;2;False;Entire Home;Entire rental unit;14;1;;;26/03/2026;31/03/2026;99,97
46769271;28,86499;-13,85225;Playa Blanca;1;1;3;4;False;Serviced Apartment;Entire serviced apartment;35;11;4,55;4,5;01/11/2025;06/11/2025;219,77
5,9749E+17;28,96126;-13,68782;Tías;1;2;3;4;False;Entire Home;Entire townhouse;20;14;5;5;04/03/2026;09/03/2026;100,84
1,31813E+18;28,86711289;-13,79885164;Playa Blanca;2,5;3;5;6;True;Entire Home;Entire townhouse;0;4;5;5;24/11/2025;01/12/2025;194,78
51190526;28,86677;-13,80807;Las Palmas de Gran Canaria;2;2;0;2;False;Entire Home;Entire townhouse;0;0;;;14/12/2025;21/12/2025;146,51
1,04937E+18;28,95741;-13,77103;Yaiza;2;3;5;6;False;Entire Home;Entire villa;20;8;4,75;5;;;
1,29488E+18;28,92076021;-13,70868888;Puerto Calero;4;3;3;6;True;Entire Home;Entire villa;0;3;5;5;;;
1,17233E+18;28,93542;-13,61969;Tías;2;2;3;4;False;Entire Home;Entire villa;0;0;;;13/12/2025;18/12/2025;199,09
8,78778E+17;28,93597;-13,62043;Puerto del Carmen;2;3;4;6;False;Entire Home;Entire villa;0;0;;;08/02/2026;13/02/2026;192,19
1,4499E+18;29,11388;-13,54573;Urbanización Famara;1;2;2;4;False;Entire Home;Entire villa;0;3;5;5;21/03/2026;26/03/2026;318,02
1,15133E+18;29,11802;-13,56681;Caleta de Famara;2;4;6;8;False;Entire Home;Entire villa;31;20;4,15;4;16/11/2025;21/11/2025;236,15
46196948;29,04351;-13,55214;Nazaret;2;2;3;4;False;Entire Home;Entire villa;64;9;4,89;5;15/11/2025;20/11/2025;192,19
9767771;28,91856575;-13,70428944;Puerto Calero;3;4;5;8;False;Entire Home;Entire villa;30;46;4,57;4,5;06/12/2025;11/12/2025;
1,45069E+18;28,9229909;-13,70374748;Puerto Calero;2;3;4;6;False;Entire Home;Entire villa;0;0;;;07/12/2025;12/12/2025;262
1,45069E+18;28,92300063;-13,70404544;Puerto Calero;2;3;4;6;False;Entire Home;Entire villa;0;0;;;29/11/2025;04/12/2025;273,21
8,58722E+17;28,91506;-13,70848;Puerto Calero;4;4;5;8;False;Entire Home;Entire villa;32;13;4,38;4,5;24/11/2025;29/11/2025;431,78
6,25865E+17;29,1150104;-13,46462975;Mala;3;3;5;7;False;Entire Home;Entire villa;29;0;;;18/11/2025;23/11/2025;293,03
37073231;29,0944;-13,4742;Mala;2;2;2;4;True;Entire Home;Entire villa;28;26;5;5;16/11/2025;21/11/2025;518,83
10630576;29,10309;-13,46928;Mala;2;2;4;4;True;Entire Home;Entire villa;26;71;4,97;5;26/02/2026;05/03/2026;82,74
22016549;28,97088;-13,61395;Güime;2;3;5;6;False;Entire Home;Entire villa;47;40;4,9;5;14/12/2025;19/12/2025;124,97
30520703;28,949129;-13,657984;Tías;2,5;4;6;8;False;Entire Home;Entire villa;44;24;5;5;04/12/2025;11/12/2025;305,09
1,00994E+18;28,96265;-13,64879;Tías;2;3;4;6;False;Entire Home;Entire villa;32;23;4,65;4,5;28/11/2025;03/12/2025;262,86
37193413;28,96637;-13,66992;Conil;2;3;5;6;False;Entire Home;Entire villa;32;12;5;5;11/12/2025;16/12/2025;302,51
5,66716E+17;28,86611;-13,8728;Montaña Roja;2;2;0;4;False;Entire Home;Entire villa;13;6;4,5;4,5;29/11/2025;04/12/2025;137,9
44670942;28,86438;-13,86931;Montaña Roja;2;2;3;4;False;Entire Home;Entire villa;28;10;4,8;5;18/11/2025;24/11/2025;157,72
7,94155E+17;28,994359;-13,49774;Costa Teguise;2;3;4;6;True;Entire Home;Entire villa;55;28;4,93;5;19/11/2025;24/11/2025;274,07
7,40256E+17;28,87745;-13,82239;Playa Blanca;3,5;5;10;12;False;Entire Home;Entire villa;33;7;5;5;18/11/2025;23/11/2025;449,02
1,50806E+18;28,87612358;-13,82237729;Playa Blanca;3;4;6;8;False;Entire Home;Entire villa;0;0;;;05/11/2025;10/11/2025;204,26
1,47855E+18;28,87737114;-13,82200535;Playa Blanca;2;3;4;6;False;Entire Home;Entire villa;0;2;;;04/12/2025;09/12/2025;241,32
759591;28,87326;-13,84736;Playa Blanca;2;2;3;4;False;Entire Home;Entire villa;17;41;4,76;5;08/12/2025;13/12/2025;200,81
5,43848E+17;28,875172;-13,847401;Playa Blanca;3;4;7;8;True;Entire Home;Entire villa;20;43;4,91;5;11/12/2025;16/12/2025;199,95
16117443;28,87275;-13,84681;Playa Blanca;2;3;4;6;False;Entire Home;Entire villa;17;31;4,74;5;03/11/2025;08/11/2025;224,94
11489250;28,87294;-13,84691;Playa Blanca;1;2;3;4;False;Entire Home;Entire villa;15;4;4,5;4,5;16/11/2025;21/11/2025;213,74
22334269;28,874275;-13,834486;Playa Blanca;3;4;6;8;False;Entire Home;Entire villa;25;22;4,95;5;07/12/2025;14/12/2025;
1,02019E+18;28,87312;-13,84624;Playa Blanca;2;2;3;4;False;Entire Home;Entire villa;29;8;4,13;4;30/11/2025;05/12/2025;
1,30871E+18;28,87366127;-13,83377775;Playa Blanca;3;3;6;6;False;Entire Home;Entire villa;0;0;;;30/11/2025;05/12/2025;180,13
31942765;28,87286;-13,84583;Playa Blanca;3;3;3;6;False;Entire Home;Entire villa;16;14;4,21;4;02/12/2025;07/12/2025;
30279908;28,87167;-13,86512;Yaiza;2;2;3;4;False;Entire Home;Entire villa;16;1;;;04/12/2025;09/12/2025;249,07
1,10774E+18;28,86313159;-13,86314716;Playa Blanca;1,5;2;3;4;False;Entire Home;Entire villa;0;4;5;5;05/12/2025;11/12/2025;150,82
1,51155E+18;29,009094;-13,48558402;Costa Teguise;2;3;5;6;False;Entire Home;Entire villa;0;0;;;25/11/2025;30/11/2025;201,67
909186;28,91999;-13,65338;Tías;1;2;3;4;True;Entire Home;Entire villa;10;9;4,89;5;01/01/2026;08/01/2026;212,01
1,09628E+18;28,92393;-13,64863;Puerto del Carmen;2;4;6;8;False;Entire Home;Entire villa;30;0;;;15/12/2025;20/12/2025;226,67
9,54188E+17;28,92691;-13,66219;Tías;2;3;5;6;False;Entire Home;Entire villa;0;1;;;26/02/2026;03/03/2026;275,79
5,52631E+17;28,92465;-13,65854;Puerto del Carmen;3;4;5;11;False;Entire Home;Entire villa;27;19;4,89;5;20/12/2025;25/12/2025;399,03
6,91018E+17;28,9200398;-13,668038;Tías;3;5;6;10;False;Entire Home;Entire villa;16;14;5;5;22/12/2025;27/12/2025;348,19
1,19635E+18;28,92229;-13,66455;Puerto del Carmen;4;7;11;14;False;Entire Home;Entire villa;0;0;;;29/08/2026;03/09/2026;965,27
1,42823E+18;28,9283675;-13,6748808;Puerto del Carmen;3;5;9;10;False;Entire Home;Entire villa;0;0;;;08/11/2025;13/11/2025;471,43
5,76726E+17;28,930273;-13,6736;Tías;2;3;4;6;False;Entire Home;Entire villa;0;0;;;15/01/2026;22/01/2026;203,4
1,22626E+18;28,86305;-13,80321;Yaiza;2,5;3;6;6;False;Entire Home;Entire villa;0;4;4,75;5;01/11/2025;08/11/2025;241,32
6,66448E+17;28,86798;-13,80814;Playa Blanca;2;3;5;7;False;Entire Home;Entire villa;29;1;;;01/04/2026;06/04/2026;211,15
1,04047E+18;28,86344;-13,80816;Playa Blanca;2;3;4;6;False;Entire Home;Entire villa;27;6;4;4;07/03/2026;12/03/2026;239,59
1,06448E+18;28,86036;-13,81153;Playa Blanca;3;3;5;6;False;Entire Home;Entire villa;19;8;4,75;5;15/12/2025;22/12/2025;302,51
13392562;28,86888;-13,84029;Playa Blanca;1;2;3;4;False;Entire Home;Entire villa;19;11;4,73;5;05/01/2026;12/01/2026;200,81
9,57788E+17;28,86688;-13,83438;Playa Blanca;2;3;5;6;False;Entire Home;Entire villa;0;0;;;11/12/2025;16/12/2025;166,34
22333091;28,869274;-13,83893;Playa Blanca;2;4;6;8;False;Entire Home;Entire villa;19;33;4,76;5;26/11/2025;03/12/2025;
7,36764E+17;28,86692405;-13,84211126;Playa Blanca;3,5;4;6;8;False;Entire Home;Entire villa;27;37;4,73;5;27/11/2025;02/12/2025;241,32
1,46586E+18;28,86304544;-13,84851967;Playa Blanca;2;3;4;6;True;Entire Home;Entire villa;0;4;5;5;13/12/2025;20/12/2025;252,52
30762619;28,86400356;-13,84711834;Playa Blanca;2;2;3;4;False;Entire Home;Entire villa;23;9;4,44;4,5;20/01/2026;25/01/2026;145,65
8,94854E+17;28,86619061;-13,84174699;Playa Blanca;5;4;6;10;False;Entire Home;Entire villa;44;2;;;02/02/2026;07/02/2026;441,27
50276563;28,8668;-13,84789;Playa Blanca;6;6;8;12;False;Entire Home;Entire villa;40;26;4,81;5;30/11/2025;05/12/2025;557,61
42465630;28,86823;-13,84488;Playa Blanca;2;3;4;6;False;Entire Home;Entire villa;12;7;5;5;13/12/2025;20/12/2025;272,34
1,27963E+18;28,86576778;-13,84357878;Playa Blanca;3,5;0;0;9;False;Entire Home;Entire villa;0;0;;;03/11/2025;08/11/2025;387,83
28198366;29,04142;-13,62612;Tao;1;0;1;2;True;Private Room;Private room;8;170;4,85;5;05/12/2025;10/12/2025;51,71
1,50518E+18;29,05192421;-13,68275962;Tajaste;1;1;1;2;True;Private Room;Private room;0;0;;;19/01/2026;24/01/2026;35,34
1,15145E+18;29,0719915;-13,6784921;La Costa;1;1;1;2;True;Private Room;Private room;0;1;;;28/11/2025;03/12/2025;290,44
8,70043E+17;28,91548852;-13,77689047;Femés;1;1;2;2;True;Private Room;Private room;29;15;5;5;10/12/2025;15/12/2025;82,74
32459167;28,99537;-13,61235;San Bartolomé;1;1;2;2;False;Private Room;Private room;36;6;5;5;13/12/2025;18/12/2025;104,28
5,99233E+17;28,97311;-13,5497;Arrecife;1;1;1;2;True;Private Room;Private room;18;10;4,6;4,5;16/11/2025;21/11/2025;59,47
8,41933E+17;28,95532;-13,58502;Playa Honda;1;1;1;2;False;Private Room;Private room;15;85;4,93;5;01/09/2026;06/09/2026;52,57
9,7015E+17;28,86374;-13,82762;Playa Blanca;1;1;0;2;False;Private Room;Private room;23;10;4,5;4,5;09/12/2025;14/12/2025;78,43
1,18691E+18;28,99883;-13,50351;Costa Teguise;1;2;4;4;False;Hotel;Room in aparthotel;0;0;;;16/01/2026;21/01/2026;109,45
1,35217E+18;28,95960904;-13,55327601;Arrecife;1;;1;1;False;Shared Room;Shared room;0;0;;;01/11/2025;06/11/2025;29,3
17622942;29,05936;-13,51772;Teseguite;1;1;1;2;True;Other;Tent;25;116;5;5;10/03/2026;17/03/2026;99,11
12692636;29,22316;-13,45149;Órzola;1;1;2;2;False;Entire Home;Entire apartment;19;53;4,81;5;16/11/2025;21/11/2025;63,78
8,85613E+17;29,1952;-13,47665;Yé;1;1;1;2;True;Entire Home;Entire apartment;31;57;4,88;5;13/12/2025;18/12/2025;73,26
1,10121E+18;29,09852;-13,47046;Mala;1;1;0;3;True;Entire Home;Entire apartment;14;25;5;5;22/03/2026;27/03/2026;70,67
8324615;28,96234;-13,68849;La Asomada;1;1;2;2;True;Entire Home;Entire apartment;20;47;4,26;4,5;15/12/2025;20/12/2025;87,05
4117866;28,99595;-13,49992;Costa Teguise;1;1;1;2;True;Entire Home;Entire apartment;25;127;4,8;5;09/12/2025;14/12/2025;83,6
21864460;28,99063;-13,49858;Costa Teguise;2;2;3;4;True;Entire Home;Entire apartment;11;114;4,96;5;07/04/2026;14/04/2026;110,32
50885660;28,99126;-13,49921;Costa Teguise;1;1;2;3;False;Entire Home;Entire apartment;11;27;4,52;4,5;29/03/2026;03/04/2026;116,35
49729825;28,99173;-13,50457;Costa Teguise;1;2;4;6;False;Entire Home;Entire apartment;53;9;4,33;4,5;30/11/2025;05/12/2025;179,26
7,18676E+17;28,96255;-13,54457;Arrecife;1;1;1;2;True;Entire Home;Entire apartment;30;143;4,9;5;08/02/2026;14/02/2026;74,98
38364929;29,00732;-13,48513;Costa Teguise;1;1;2;4;False;Entire Home;Entire apartment;14;69;4,75;5;18/01/2026;23/01/2026;89,63
18493820;29,00595;-13,48426;Costa Teguise;1;1;1;2;False;Entire Home;Entire apartment;23;75;4,55;4,5;16/04/2026;21/04/2026;81,88
39390533;29,0074;-13,48578;Costa Teguise;1;1;2;3;True;Entire Home;Entire apartment;38;43;4,84;5;01/04/2026;06/04/2026;
23299568;29,00595;-13,48426;Costa Teguise;1;1;2;4;False;Entire Home;Entire apartment;22;16;4,56;4,5;14/02/2026;19/02/2026;99,11
31068566;28,99962;-13,48984;Costa Teguise;1,5;2;3;4;True;Entire Home;Entire apartment;29;104;4,86;5;29/01/2026;03/02/2026;156,86
1,37612E+18;28,92217102;-13,652264;Tías;1;1;1;2;True;Entire Home;Entire apartment;0;2;;;25/01/2026;30/01/2026;70,67
50890674;28,92414;-13,66535;Tías;1;1;2;2;True;Entire Home;Entire apartment;10;59;4,9;5;25/04/2026;30/04/2026;99,97
9203591;28,92106;-13,6638;Puerto del Carmen;1;2;3;4;False;Entire Home;Entire apartment;32;142;4,56;4,5;04/12/2025;10/12/2025;103,42
20221736;29,12638;-13,46843;Arrieta;1;2;3;6;True;Entire Home;Entire cabin;28;5;4,8;5;01/11/2025;06/11/2025;
8601700;29,12673;-13,46808;Tabayesco;1;1;2;2;True;Entire Home;Entire cabin;27;5;5;5;03/12/2025;08/12/2025;
45919150;28,86254;-13,82934;Playa Blanca;2;3;5;6;True;Entire Home;Entire chalet;21;27;4,89;5;03/12/2025;09/12/2025;184,44
8,59391E+17;29,01155;-13,60488;San Bartolomé;5;5;5;10;False;Entire Home;Entire cottage;0;0;;;;;
14225371;29,13195;-13,45956;Arrieta;2;1;2;2;True;Entire Home;Entire cottage;18;40;4,8;5;16/11/2025;21/11/2025;
8468846;28,99531;-13,66711;Masdache;1;1;1;2;False;Entire Home;Entire cottage;27;150;4,79;5;01/11/2025;06/11/2025;
31741451;28,94872;-13,68677;Mácher;3;3;4;6;False;Entire Home;Entire cottage;28;92;4,7;4,5;23/11/2025;28/11/2025;324,92
38930679;28,994656;-13,512644;Costa Teguise;3;3;4;5;False;Entire Home;Entire guest house;48;24;4,83;5;02/11/2025;07/11/2025;218,05
6,28168E+17;28,94783;-13,65482;Tías;1;1;1;2;False;Entire Home;Entire guest house;34;14;4,93;5;23/11/2025;28/11/2025;207,7
51533258;28,924675;-13,656665;Tías;1;1;1;2;False;Entire Home;Entire guest house;14;27;4,93;5;09/12/2025;14/12/2025;130,14
7,64446E+17;29,2352917;-13,499522;Caleta del Sebo;1;2;4;4;False;Entire Home;Entire holiday home;19;35;4,63;4,5;01/11/2025;06/11/2025;87,91
52818721;29,04798;-13,65133;La Vegueta;1;2;4;4;True;Entire Home;Entire holiday home;15;47;4,85;5;25/11/2025;30/11/2025;67,22
6,44039E+17;29,08502759;-13,45180715;Charco del Palo;1;1;2;2;True;Entire Home;Entire holiday home;21;36;4,81;5;01/12/2025;06/12/2025;92,22
7,00688E+17;28,99712;-13,49484;Costa Teguise;2;2;3;4;True;Entire Home;Entire holiday home;28;30;4,83;5;24/11/2025;01/12/2025;119,8
5,56467E+17;28,964809;-13,565447;Arrecife;1;2;3;4;False;Entire Home;Entire holiday home;18;7;4,57;4,5;01/11/2025;06/11/2025;109,45
3224941;29,14398;-13,49291;Haría;2;3;5;6;False;Entire Home;Entire home;57;11;4,36;4,5;;;
7,80982E+17;28,87225091;-13,84559426;Playa Blanca;1;1;2;3;False;Entire Home;Entire home;20;42;4,93;5;;;
1,42615E+18;28,8665;-13,81289;Yaiza;2;3;3;5;False;Entire Home;Entire home;0;1;;;;;
1,305E+18;29,086282;-13,6649335;Tinajo;1;1;2;4;False;Entire Home;Entire home;0;10;5;5;26/11/2025;01/12/2025;108,59
7879722;29,07879;-13,68303;La Costa;2;2;0;4;True;Entire Home;Entire home;36;180;4,99;5;01/12/2025;08/12/2025;141,34
1,38908E+18;29,11501264;-13,63761441;Caleta de Caballo;1;3;3;4;False;Entire Home;Entire home;0;11;4,82;5;04/11/2025;09/11/2025;123,24
8,90679E+17;29,07249;-13,67461;La Costa;3;6;19;15;False;Entire Home;Entire home;40;3;5;5;18/10/2026;23/10/2026;598,12
1,35856E+18;29,14405608;-13,44653827;Haría;2;3;4;6;False;Entire Home;Entire home;0;1;;;30/11/2025;05/12/2025;154,27
1,25601E+18;29,14610366;-13,44839335;Punta Mujeres;2;4;4;8;False;Entire Home;Entire home;0;0;;;01/11/2025;06/11/2025;239,59
1,47677E+18;29,13722;-13,45612;Arrieta;1;2;3;4;False;Entire Home;Entire home;0;0;;;13/03/2026;18/03/2026;148,24
52977035;29,14587;-13,44895;Punta Mujeres;1;3;4;6;True;Entire Home;Entire home;40;35;4,91;5;21/11/2025;26/11/2025;206,84
1,24323E+18;29,15027;-13,4982;Haría;2;3;4;5;False;Entire Home;Entire home;0;7;4,86;5;01/11/2025;06/11/2025;152,55
1,02233E+18;29,16124;-13,49518;Máguez;1;1;1;2;True;Entire Home;Entire home;11;54;4,81;5;15/03/2026;20/03/2026;89,63
1,09189E+18;29,09930727;-13,61542068;Soo;1;2;3;4;False;Entire Home;Entire home;0;0;;;26/11/2025;01/12/2025;114,63
1,26568E+18;29,0646364;-13,46095323;Urbanización los Cocoteros;1;2;3;4;False;Entire Home;Entire home;0;16;5;5;23/11/2025;28/11/2025;116,35
1,25712E+18;29,06312167;-13,46119336;Urbanización los Cocoteros;1;3;4;4;True;Entire Home;Entire home;0;11;5;5;02/01/2026;07/01/2026;171,51
8,96494E+17;29,0618;-13,46297;Guatiza;1;2;2;4;False;Entire Home;Entire home;45;32;4,66;4,5;27/11/2025;02/12/2025;239,59
9,9419E+17;29,04106179;-13,5549213;Nazaret;1;1;1;4;True;Entire Home;Entire home;21;47;4,94;5;06/12/2025;11/12/2025;92,22
17313081;29,0535;-13,53567;Teseguite;2;2;3;4;False;Entire Home;Entire home;32;7;3,71;3,5;15/11/2025;20/11/2025;162,89
44454913;29,0403487;-13,6266325;Tao;1;3;5;5;False;Entire Home;Entire home;27;28;4,43;4,5;30/11/2025;05/12/2025;118,93
9,09101E+17;29,0496693;-13,68751576;Tajaste;1;1;1;2;False;Entire Home;Entire home;22;10;5;5;08/03/2026;13/03/2026;116,35
1,02022E+18;29,04482045;-13,6875245;Mancha Blanca;1;1;1;2;True;Entire Home;Entire home;20;37;5;5;02/02/2026;07/02/2026;99,97
1,11511E+18;29,044927;-13,660259;Las Palmas de Gran Canaria;3;4;4;8;False;Entire Home;Entire home;0;1;;;02/11/2025;07/11/2025;350,77
51244469;29,04864;-13,683;Tajaste;2;3;4;6;False;Entire Home;Entire home;29;12;4,58;4,5;09/01/2026;15/01/2026;155,99
1,51946E+18;28,95262;-13,76425;Yaiza;1;1;1;2;True;Entire Home;Entire home;0;0;;;15/11/2025;20/11/2025;176,68
8,3311E+17;28,95189;-13,74342;Uga;1;1;1;2;False;Entire Home;Entire home;34;2;;;20/11/2025;27/11/2025;169,78
1,33479E+18;28,92325;-13,70504;Las Palmas de Gran Canaria;1;2;3;4;False;Entire Home;Entire home;0;18;4,72;4,5;07/12/2025;12/12/2025;163,75
1,07147E+18;28,93866;-13,81029;Yaiza;1,5;3;3;5;False;Entire Home;Entire home;39;30;4,8;5;27/11/2025;02/12/2025;147,38
12976731;28,94378;-13,81374;Yaiza;2;2;6;6;False;Entire Home;Entire home;21;5;4;4;06/12/2025;13/12/2025;196,5
1,32527E+18;29,0832;-13,45454;Charco del Palo;0;2;3;4;True;Entire Home;Entire home;0;0;;;23/11/2025;28/11/2025;191,33
41685108;28,97244;-13,61341;Güime;1;1;2;3;True;Entire Home;Entire home;53;264;4,86;5;30/11/2025;05/12/2025;81,01
1,27321E+18;28,94902;-13,65881;Tías;2;3;4;6;False;Entire Home;Entire home;0;1;;;06/12/2025;13/12/2025;279,24
1,38314E+18;28,8631867;-13,7964934;Playa Blanca;2;2;2;4;False;Entire Home;Entire home;0;0;;;16/11/2025;21/11/2025;372,32
1,38737E+18;28,86242258;-13,86680443;Montaña Roja;2;3;5;6;False;Entire Home;Entire home;0;0;;;02/11/2025;09/11/2025;331,81
1,34353E+18;29,00044;-13,50575;Teguise;2;3;4;6;False;Entire Home;Entire home;0;4;4,75;5;12/11/2025;17/11/2025;165,47
17545823;28,9703;-13,5456;Arrecife;2;2;2;4;False;Entire Home;Entire home;13;77;4,73;5;22/11/2025;27/11/2025;82,74
7,09971E+17;28,96281;-13,54793;Arrecife;1;2;3;4;False;Entire Home;Entire home;31;8;4,13;4;13/12/2025;18/12/2025;123,24
1,14785E+18;28,96876377;-13,56795214;Arrecife;1,5;3;4;6;True;Entire Home;Entire home;24;19;4,95;5;16/11/2025;21/11/2025;127,55
1,31426E+18;28,9531581;-13,5919332;Playa Honda;2;3;4;6;False;Entire Home;Entire home;0;0;;;01/11/2025;06/11/2025;174,09
1,37918E+18;28,8708504;-13,8384823;Playa Blanca;2;3;4;6;False;Entire Home;Entire home;0;0;;;21/11/2025;28/11/2025;176,68
19604577;28,86108;-13,86548;Las Palmas de Gran Canaria;2;3;4;6;True;Entire Home;Entire home;24;20;4,9;5;15/11/2025;20/11/2025;296,48
24778667;28,92892;-13,66104;Puerto del Carmen;2;3;3;6;False;Entire Home;Entire home;45;39;4,9;5;10/11/2025;17/11/2025;218,91
8,66533E+17;28,92566;-13,66851;Puerto del Carmen;3;3;4;6;False;Entire Home;Entire home;0;0;;;01/12/2025;06/12/2025;237,01
24199372;28,92084;-13,66923;Tías;2;2;4;4;True;Entire Home;Entire home;25;125;4,76;5;08/12/2025;13/12/2025;
12505994;28,92287;-13,66709;Tías;2;3;4;4;True;Entire Home;Entire home;43;55;4,91;5;01/12/2025;07/12/2025;
1,182E+18;28,86559;-13,80273;Playa Blanca;2;3;5;6;False;Entire Home;Entire home;0;5;5;5;13/12/2025;18/12/2025;199,95
20692086;28,86434;-13,80359;Yaiza;2;3;4;6;False;Entire Home;Entire home;28;40;4,7;4,5;05/12/2025;10/12/2025;233,56
1,14832E+18;28,86535;-13,80137;Playa Blanca;2;0;0;6;False;Entire Home;Entire home;0;0;;;02/11/2025;07/11/2025;297,34
1,13765E+18;28,8660522;-13,8064728;Yaiza;2;3;5;6;False;Entire Home;Entire home;0;0;;;30/11/2025;05/12/2025;286,13
1,39434E+18;28,859532;-13,8050131;Playa Blanca;1,5;2;2;4;False;Entire Home;Entire home;0;10;4,7;4,5;24/11/2025;01/12/2025;174,95
1,25419E+18;28,86126716;-13,8008277;Playa Blanca;1;2;3;4;False;Entire Home;Entire home;0;4;5;5;17/03/2026;22/03/2026;219,77
1,29347E+18;28,8667686;-13,84209604;Playa Blanca;4,5;4;5;8;False;Entire Home;Entire home;0;5;4,8;5;25/11/2025;30/11/2025;324,92
9,1666E+17;28,86673;-13,84664;Playa Blanca;2;3;4;6;False;Entire Home;Entire home;24;12;5;5;10/01/2026;15/01/2026;240,46
16684371;29,09615;-13,58159;Caleta de Famara;1;1;3;3;True;Entire Home;Entire loft;31;52;4,81;5;30/11/2025;05/12/2025;113,76
