Network Slice ID;Timestamp;Device ID;Traffic Load (bps);Traffic Type;Network Utilization (%);Latency (ms);Packet Loss Rate (%);Signal Strength (dBm);Bandwidth Utilization (%);Network Slice Failure;QoS Metric (Throughput);Overload Status;Device Type;Region;Network Failure Count;Time of Day;Weather Conditions
3;18/01/2025 15:00;184;0.822944952;2;0.091183391;0.516937063;0.19074417;0.445697325;0.202974084;1;0.955811094;1;1;3;2;0;0
4;18/01/2025 16:00;100;0.167623374;3;0.756996247;0.153917435;0.552951978;0.346190965;0.067324446;1;0.069862462;0;1;1;1;1;2
1;18/01/2025 17:00;107;0.980734903;0;0.582648727;0.922998814;0.253210309;0.836694042;0.171235852;1;0.609729275;1;0;1;4;1;1
1;18/01/2025 18:00;128;0.049587789;3;0.186494618;0.758505064;0.955926819;0.759032739;0.984451392;1;0.101170097;1;0;2;0;1;0
4;18/01/2025 19:00;195;0.94111631;0;0.188138004;0.732704248;0.028487252;0.320808278;0.468447972;1;0.283329234;0;0;3;4;1;2
1;18/01/2025 20:00;104;0.82309074;2;0.184151345;0.710147299;0.199667282;0.10205631;0.867377227;1;0.184882996;0;1;3;1;1;2
4;18/01/2025 21:00;185;0.174409727;1;0.05680571;0.200574921;0.242270251;0.070770865;0.848778095;0;0.553216525;1;0;1;0;1;0
1;18/01/2025 22:00;146;0.169789042;0;0.588016288;0.211257126;0.414110734;0.093292421;0.511434663;0;0.886968273;0;2;1;0;1;2
2;18/01/2025 23:00;133;0.103062873;0;0.84076324;0.689229566;0.232685242;0.583041017;0.706666778;0;0.635218555;1;1;3;4;0;1
1;19/01/2025 0:00;164;0.055737574;3;0.017270686;0.219985714;0.491429463;0.050577864;0.192562645;0;0.66381797;0;0;0;0;1;2
4;19/01/2025 1:00;154;0.938341895;2;0.048801721;0.439249416;0.872730651;0.336517033;0.688369779;0;0.908850211;1;1;1;1;0;1
4;19/01/2025 2:00;189;0.212685072;3;0.572976379;0.783073106;0.71225079;0.75377408;0.272221312;1;0.749155747;0;2;1;1;2;2
4;19/01/2025 3:00;142;0.476108653;2;0.819894464;0.785026603;0.58008531;0.293837653;0.832082255;1;0.865823846;0;2;1;4;1;0
4;19/01/2025 4:00;173;0.742958797;3;0.326752859;0.453860466;0.088888503;0.763906355;0.083499035;1;0.415729677;1;0;2;2;0;1
4;19/01/2025 5:00;129;0.611063381;0;0.349646231;0.793275865;0.694170717;0.746023134;0.77313952;1;0.86522364;1;1;3;1;2;2
3;19/01/2025 6:00;181;0.615954496;3;0.596571011;0.839774472;0.166337137;0.245201898;0.099717122;1;0.645469717;0;0;3;1;2;2
3;19/01/2025 7:00;116;0.947032389;1;0.274185838;0.655664135;0.786590776;0.729338921;0.881225496;0;0.134614081;0;1;3;0;0;0
1;19/01/2025 8:00;125;0.535931616;2;0.026387953;0.228701328;0.250020159;0.748338195;0.304051679;0;0.037604483;0;0;1;0;0;0
4;19/01/2025 9:00;107;0.435866846;2;0.735561489;0.274352789;0.417093082;0.397187192;0.654355295;1;0.243168641;0;0;3;1;0;1
1;19/01/2025 10:00;146;0.241123655;0;0.625897311;0.315240859;0.35048228;0.209711535;0.487409513;0;0.377642349;1;1;3;4;1;1
4;19/01/2025 11:00;175;0.403954959;2;0.580968338;0.116919119;0.859072424;0.521296821;0.366170658;0;0.837402382;0;1;3;2;2;1
4;19/01/2025 12:00;190;0.152875464;1;0.742022142;0.273499404;0.126447983;0.922369647;0.64540083;1;0.740965424;0;2;2;0;1;2
3;19/01/2025 13:00;171;0.251813997;3;0.675516955;0.20976752;0.565761271;0.639922559;0.94758098;1;0.95534924;1;2;2;0;1;2
3;19/01/2025 14:00;188;0.139735668;0;0.205801575;0.455930415;0.141972656;0.17212489;0.041030736;0;0.558680848;1;1;1;2;1;1
2;19/01/2025 15:00;145;0.466771574;1;0.352515118;0.909690589;0.704979682;0.683164751;0.918901459;0;0.747470184;1;2;3;0;2;2
3;19/01/2025 16:00;167;0.15056846;2;0.125967432;0.104577612;0.905359065;0.427006631;0.609028735;1;0.274454482;1;2;1;4;2;0
2;19/01/2025 17:00;132;0.614594555;2;0.12971723;0.721250458;0.434660519;0.591720927;0.807326349;0;0.679226002;1;1;1;0;2;2
2;19/01/2025 18:00;100;0.293728466;1;0.676482617;0.68821812;0.488171054;0.73459317;0.383748225;1;0.705830664;1;1;1;0;0;1
2;19/01/2025 19:00;118;0.894634574;3;0.859029423;0.095838949;0.927714606;0.514958415;0.471745077;0;0.848262642;0;1;1;1;1;2
2;19/01/2025 20:00;130;0.599241237;3;0.963243221;0.923845766;0.521086131;0.814702069;0.868882967;0;0.535882693;0;0;1;4;0;0
2;19/01/2025 21:00;179;0.354833468;0;0.628596622;0.569236519;0.487676992;0.722656558;0.414731393;1;0.648617185;0;1;1;4;0;1
1;19/01/2025 22:00;113;0.413285361;2;0.184003901;0.3641955;0.578451641;0.615321137;0.534582256;0;0.20213468;1;1;2;1;1;1
3;19/01/2025 23:00;152;0.778448598;1;0.105491658;0.757573259;0.689406036;0.149942885;0.019949004;1;0.736474665;1;1;0;3;2;1
2;20/01/2025 0:00;147;0.30185918;3;0.813244561;0.257682537;0.106777368;0.836719139;0.158397447;0;0.838247234;0;2;2;2;1;1
4;20/01/2025 1:00;168;0.800015135;0;0.578967254;0.694453904;0.82135076;0.936911947;0.641644274;0;0.593284575;0;1;1;4;0;2
3;20/01/2025 2:00;189;0.440224891;2;0.618526667;0.039715392;0.435558328;0.136082499;0.716959342;1;0.114657242;1;2;0;3;2;0
3;20/01/2025 3:00;161;0.780773408;2;0.781831165;0.840561844;0.072225762;0.488189049;0.582539338;0;0.312072785;1;0;0;2;2;2
2;20/01/2025 4:00;191;0.405165775;0;0.703585247;0.448762222;0.786405969;0.258294389;0.143104467;1;0.474921993;0;1;3;4;0;2
1;20/01/2025 5:00;165;0.54455645;0;0.834868716;0.637555303;0.376974886;0.755100815;0.445298866;1;0.67680765;0;1;1;0;2;1
2;20/01/2025 6:00;163;0.085869962;3;0.056016612;0.221502962;0.10025833;0.722129371;0.354958606;0;0.31955135;0;2;1;4;2;0
1;20/01/2025 7:00;169;0.154542561;1;0.747863207;0.677994152;0.633928458;0.140011765;0.495571252;1;0.84012878;0;0;2;2;1;2
4;20/01/2025 8:00;162;0.227983859;2;0.851276023;0.773297524;0.880400197;0.877894423;0.870361735;1;0.371074752;0;1;0;3;1;0
3;20/01/2025 9:00;172;0.349557296;1;0.286117302;0.473840562;0.888026048;0.18019449;0.775863178;1;0.041733189;1;0;0;0;0;0
4;20/01/2025 10:00;132;0.075865154;2;0.640706228;0.618562048;0.957969904;0.797937576;0.08376449;0;0.793777521;0;0;1;2;0;0
1;20/01/2025 11:00;140;0.887870478;2;0.31416621;0.456929022;0.86796828;0.456854368;0.890348446;1;0.643829565;0;1;3;2;0;0
1;20/01/2025 12:00;188;0.849921208;1;0.958477985;0.895323787;0.001984136;0.327841989;0.471669229;1;0.801748994;1;0;1;4;2;2
4;20/01/2025 13:00;147;0.904375629;0;0.033208481;0.498532;0.380267676;0.157406938;0.743853397;0;0.348147755;0;0;0;1;0;0
1;20/01/2025 14:00;112;0.658535581;3;0.58000443;0.842965966;0.818781567;0.166804098;0.13983259;1;0.016497293;1;1;3;1;1;2
4;20/01/2025 15:00;172;0.826806652;2;0.166392382;0.802451156;0.366272735;0.662249045;0.670686807;1;0.072686242;1;2;3;0;2;0
3;20/01/2025 16:00;176;0.378585705;0;0.712535209;0.411042048;0.601682301;0.550525346;0.236150933;1;0.11077899;0;1;0;2;0;0
4;20/01/2025 17:00;130;0.327350852;2;0.175786449;0.230362352;0.606453053;0.121167616;0.438272033;0;0.804943842;0;0;1;3;2;2
3;20/01/2025 18:00;174;0.278884848;3;0.235325888;0.406613002;0.365044438;0.111757859;0.016615859;0;0.300636706;1;1;1;0;2;1
4;20/01/2025 19:00;167;0.157209026;2;0.494515689;0.827352219;0.904754572;0.071275084;0.151407789;0;0.997922193;1;2;1;0;2;2
1;20/01/2025 20:00;197;0.871692515;3;0.915308182;0.227906871;0.503314476;0.744319424;0.091858134;0;0.758129491;1;0;2;4;0;0
4;20/01/2025 21:00;103;0.484115838;3;0.211638514;0.525137358;0.4648517;0.712358774;0.239570208;0;0.600710534;0;0;2;3;2;2
1;20/01/2025 22:00;118;0.668813045;2;0.14411147;0.807202667;0.997839494;0.057362683;0.099798332;0;0.983626248;0;2;3;2;2;0
4;20/01/2025 23:00;169;0.036675021;2;0.759328349;0.353932721;0.493581779;0.560388298;0.691884253;1;0.31552869;0;2;1;2;2;2
4;21/01/2025 0:00;197;0.302653778;3;0.50076929;0.643079956;0.178326914;0.083669901;0.028796882;0;0.164657273;0;0;2;2;1;2
2;21/01/2025 1:00;181;0.39655207;0;0.912255963;0.245931784;0.513160325;0.904676095;0.617690419;0;0.736989151;0;2;3;0;0;2
1;21/01/2025 2:00;112;0.542661212;1;0.14648786;0.10938364;0.814253529;0.908055715;0.140501408;0;0.277257779;1;1;0;4;1;1
2;21/01/2025 3:00;122;0.426540896;3;0.646191127;0.795473306;0.777079108;0.698677407;0.945218682;0;0.96101712;0;2;0;0;2;2
1;21/01/2025 4:00;182;0.897091817;2;0.232819816;0.099057995;0.788806228;0.927172309;0.933147343;1;0.988081399;0;1;1;1;2;2
2;21/01/2025 5:00;174;0.094435813;2;0.156641655;0.271718622;0.708209195;0.812165141;0.225324471;1;0.926343725;1;0;0;1;1;1
3;21/01/2025 6:00;100;0.43135411;0;0.683721935;0.8562858;0.254183246;0.829291083;0.614370128;0;0.944722753;0;0;0;2;2;1
4;21/01/2025 7:00;187;0.219911014;1;0.593907055;0.346914459;0.862344181;0.569848387;0.027761961;1;0.615227506;0;0;0;4;1;0
1;21/01/2025 8:00;153;0.244210789;3;0.755175735;0.974391269;0.893718763;0.305576374;0.931841386;0;0.691781555;0;0;3;2;2;0
1;21/01/2025 9:00;170;0.458234658;3;0.309463053;0.98108987;0.194088996;0.217107612;0.522906172;1;0.093203655;1;0;0;2;2;2
4;21/01/2025 10:00;188;0.975588937;1;0.448080299;0.268608784;0.130361057;0.326767182;0.04298478;0;0.762796754;1;2;0;0;2;0
1;21/01/2025 11:00;184;0.072365141;3;0.40554713;0.040984228;0.975920096;0.628774962;0.342359705;0;0.20114807;0;2;3;2;2;2
1;21/01/2025 12:00;114;0.597684315;1;0.984616779;0.70602396;0.868587084;0.171858299;0.076622111;0;0.840163829;0;0;2;2;0;1
2;21/01/2025 13:00;164;0.619482332;2;0.292235991;0.451581925;0.893511344;0.258045297;0.392820684;0;0.961512597;0;2;3;4;0;1
1;21/01/2025 14:00;175;0.566065117;1;0.294806278;0.10084478;0.886648256;0.467961069;0.669893363;1;0.211474505;1;2;2;4;0;2
3;21/01/2025 15:00;170;0.580518113;3;0.354583894;0.708487031;0.541791599;0.232394654;0.46979137;0;0.076969483;1;0;3;4;1;0
3;21/01/2025 16:00;114;0.695928411;1;0.564793799;0.031166822;0.646557275;0.588828978;0.383595397;1;0.483307363;0;2;1;2;1;0
4;21/01/2025 17:00;120;0.45869873;0;0.252278599;0.871394758;0.545469409;0.924152293;0.11894356;1;0.791329592;0;0;0;4;1;0
1;21/01/2025 18:00;118;0.888708478;2;0.915763528;0.138798949;0.051073352;0.748651661;0.244766784;1;0.77039572;0;0;2;4;1;2
4;21/01/2025 19:00;159;0.656140659;2;0.265651855;0.127441996;0.745706665;0.666795829;0.099923571;0;0.696486956;0;0;3;3;0;0
3;21/01/2025 20:00;192;0.822293917;1;0.896274111;0.175871937;0.505419184;0.582892782;0.80751084;1;0.820510599;1;0;2;3;1;1
1;21/01/2025 21:00;188;0.384241371;3;0.103314678;0.961593907;0.647865246;0.487895136;0.135031614;1;0.174041115;1;2;2;1;1;1
1;21/01/2025 22:00;132;0.60653729;0;0.656834241;0.694112938;0.502725651;0.185798505;0.595315954;1;0.651553255;0;2;0;0;1;1
4;21/01/2025 23:00;148;0.068001531;2;0.90745262;0.802470661;0.491891919;0.895619417;0.342600204;0;0.605240234;1;1;2;0;2;1
3;22/01/2025 0:00;195;0.769633461;2;0.168640028;0.398153712;0.171714567;0.247917172;0.225799908;1;0.152459052;1;1;3;4;1;1
1;22/01/2025 1:00;134;0.51103311;3;0.968841966;0.336743298;0.278691007;0.090318305;0.639425478;0;0.413762338;0;0;1;1;2;1
4;22/01/2025 2:00;143;0.046044373;3;0.452995839;0.234768191;0.158771879;0.750582028;0.456899548;1;0.852381888;0;1;1;1;1;1
3;22/01/2025 3:00;189;0.475600066;0;0.946212456;0.481286091;0.195603329;0.174824294;0.400024072;1;0.971794697;0;2;0;3;1;1
4;22/01/2025 4:00;110;0.438294041;1;0.677107402;0.552569124;0.973291234;0.371568837;0.592793766;0;0.665061594;0;2;3;1;2;1
2;22/01/2025 5:00;198;0.336921635;3;0.301581196;0.632630162;0.15302985;0.027145344;0.491176097;0;0.921875106;1;1;3;2;1;2
1;22/01/2025 6:00;171;0.027552728;1;0.188208384;0.257435227;0.269243139;0.136185561;0.303331134;1;0.13105133;0;1;1;4;2;2
2;22/01/2025 7:00;177;0.748668993;0;0.30373105;0.949964936;0.590718139;0.172406687;0.558991975;0;0.975057264;0;2;3;2;1;1
3;22/01/2025 8:00;173;0.290908423;1;0.092848857;0.169949635;0.610316554;0.053332313;0.669465457;1;0.032392332;0;1;2;0;1;1
2;22/01/2025 9:00;165;0.101662868;2;0.143739125;0.966988467;0.153890951;0.657003073;0.02644937;1;0.526727667;0;2;0;3;2;1
2;22/01/2025 10:00;145;0.32966342;1;0.10450098;0.014824576;0.793944378;0.837780327;0.465771874;0;0.290197979;1;2;1;2;0;0
3;22/01/2025 11:00;108;0.787647679;0;0.423032641;0.481764441;0.785425693;0.3729916;0.057449652;0;0.813715708;0;1;0;4;2;2
4;22/01/2025 12:00;102;0.69975895;0;0.795958477;0.333794175;0.237274929;0.875437834;0.186213968;0;0.216646604;0;1;2;2;0;1
2;22/01/2025 13:00;184;0.374431317;0;0.141252772;0.449716158;0.28864842;0.212644544;0.560439895;1;0.01038994;1;0;1;2;2;2
4;22/01/2025 14:00;125;0.924058057;1;0.130181012;0.571432047;0.938284757;0.324953305;0.866220258;1;0.413944941;0;0;3;1;0;1
2;22/01/2025 15:00;171;0.38541101;2;0.643690232;0.436162446;0.825913889;0.14988693;0.882842468;1;0.063029936;0;0;3;3;1;0
4;22/01/2025 16:00;147;0.347159035;3;0.197095776;0.415390319;0.697977486;0.620819963;0.069714396;0;0.289281138;0;0;2;0;0;1
3;22/01/2025 17:00;165;0.14352837;2;0.097445072;0.733723855;0.082115265;0.419655856;0.418989904;0;0.643353526;1;0;1;4;1;2
2;22/01/2025 18:00;169;0.328462621;1;0.166737683;0.686809368;0.418309024;0.613526912;0.582945017;0;0.293897186;0;2;0;4;2;2
3;22/01/2025 19:00;127;0.372127652;1;0.924211575;0.834416266;0.559415186;0.762269322;0.146865567;1;0.244929529;0;1;1;0;0;2
2;22/01/2025 20:00;192;0.370362621;3;0.821871574;0.250265412;0.187344319;0.545786797;0.765430538;0;0.154525426;0;2;3;4;1;2
3;22/01/2025 21:00;125;0.920178551;1;0.35409987;0.610351848;0.44828605;0.627907842;0.744226633;0;0.134178059;1;0;1;1;2;1
3;22/01/2025 22:00;124;0.223285272;0;0.656091727;0.585983142;0.601159418;0.936255127;0.903384533;1;0.525324113;0;0;1;2;0;0
2;22/01/2025 23:00;111;0.901582295;0;0.537454057;0.370216433;0.327377563;0.298564947;0.008236256;0;0.681157408;0;1;3;1;1;0
2;23/01/2025 0:00;104;0.621039254;0;0.677411859;0.486703381;0.78116558;0.358806673;0.216502722;0;0.452113669;0;2;3;1;0;1
2;23/01/2025 1:00;197;0.549867122;0;0.68296308;0.314180325;0.840699189;0.718193814;0.827205275;1;0.122595233;1;0;0;1;0;1
1;23/01/2025 2:00;147;0.895239982;0;0.628983821;0.141995406;0.323608526;0.611544406;0.670547286;1;0.647366863;1;0;1;0;1;2
4;23/01/2025 3:00;136;0.878829426;1;0.266067983;0.214055662;0.838905893;0.177748562;0.894430439;1;0.556625526;0;0;3;3;1;1
1;23/01/2025 4:00;178;0.412429555;3;0.038795689;0.105612427;0.103468956;0.375830199;0.056945857;1;0.380571608;0;0;2;0;2;0
1;23/01/2025 5:00;143;0.903565451;3;0.455681356;0.683998634;0.837977387;0.467737693;0.596907074;1;0.329282587;1;2;3;0;1;1
3;23/01/2025 6:00;199;0.200986458;0;0.891428483;0.661624333;0.15266666;0.419174968;0.568980534;1;0.182215286;0;2;0;1;1;1
2;23/01/2025 7:00;114;0.077220644;1;0.569700805;0.951920033;0.082809532;0.177489855;0.035433571;0;0.145318372;1;0;0;3;0;0
4;23/01/2025 8:00;142;0.770122016;2;0.83279989;0.730674476;0.6419287;0.925409321;0.513437839;0;0.338017698;1;2;2;0;1;0
3;23/01/2025 9:00;147;0.487567997;2;0.992157542;0.052067755;0.472008328;0.762914701;0.609467535;1;0.040526543;1;0;0;3;0;1
1;23/01/2025 10:00;186;0.525331416;1;0.163502785;0.885463437;0.908172901;0.481287473;0.19110333;1;0.435988873;0;1;1;1;0;2
2;23/01/2025 11:00;169;0.681263967;0;0.692076678;0.863862417;0.36320744;0.68046248;0.273166626;0;0.601130004;1;1;0;0;1;2
3;23/01/2025 12:00;145;0.175965536;3;0.674578959;0.443904723;0.287133646;0.898197715;0.640304673;1;0.941611598;1;1;2;3;1;2
2;23/01/2025 13:00;142;0.531057193;1;0.980479534;0.586652368;0.500819828;0.135289648;0.468201889;1;0.625412835;0;2;0;4;1;0
3;23/01/2025 14:00;120;0.66094497;2;0.986129229;0.977428612;0.456009396;0.249758564;0.858042321;0;0.623658671;0;0;2;0;1;0
2;23/01/2025 15:00;122;0.207373287;2;0.686973669;0.533016687;0.344437195;0.542777931;0.342241439;0;0.373702864;0;1;0;0;2;2
1;23/01/2025 16:00;179;0.528853687;2;0.243563846;0.90657039;0.693919786;0.799693063;0.266494515;1;0.132320752;1;1;3;0;0;1
4;23/01/2025 17:00;146;0.989469912;0;0.798938264;0.083105229;0.759772229;0.035134156;0.984936178;1;0.446311278;1;2;2;3;2;1
1;23/01/2025 18:00;114;0.740089787;2;0.106871524;0.191273617;0.853239653;0.985138267;0.911181844;0;0.598228975;0;2;0;2;2;1
4;23/01/2025 19:00;124;0.728304369;1;0.781067785;0.441335657;0.973170399;0.454775708;0.02874971;1;0.723734157;1;1;1;0;0;0
2;23/01/2025 20:00;135;0.749044035;1;0.910665733;0.585544535;0.266627639;0.358874034;0.770728673;0;0.825907743;0;0;2;4;2;0
3;23/01/2025 21:00;174;0.917803661;2;0.382891169;0.817348335;0.716282805;0.292210085;0.110118397;0;0.255076352;0;0;2;4;1;2
1;23/01/2025 22:00;150;0.413023833;1;0.630886586;0.98962991;0.394291541;0.173562491;0.027241665;1;0.240350982;0;0;0;1;1;1
4;23/01/2025 23:00;114;0.43701534;2;0.430237452;0.389357595;0.677252383;0.792239018;0.273532678;0;0.564813139;0;1;3;2;1;0
1;24/01/2025 0:00;167;0.401227286;2;0.437865727;0.047430897;0.476054613;0.956466652;0.269181616;0;0.565529303;0;2;3;2;1;0
4;24/01/2025 1:00;120;0.268506112;3;0.310372075;0.802270342;0.994097037;0.413416302;0.819334745;0;0.217051245;1;0;0;3;0;2
1;24/01/2025 2:00;112;0.417475361;0;0.7624836;0.605196657;0.729097668;0.953466104;0.710647619;1;0.587014751;1;1;0;1;1;1
4;24/01/2025 3:00;185;0.94918359;0;0.936666462;0.198775376;0.952795223;0.824538913;0.981678598;1;0.345133239;0;1;1;3;0;0
4;24/01/2025 4:00;118;0.263290035;3;0.94124433;0.495486905;0.8352165;0.480982048;0.711493551;1;0.638915523;1;2;0;1;0;0
2;24/01/2025 5:00;133;0.355264154;3;0.174676584;0.743324467;0.903180893;0.674413363;0.418140093;0;0.290234406;1;0;2;2;0;0
4;24/01/2025 6:00;177;0.330256586;0;0.875185573;0.771466406;0.814656186;0.43480618;0.698904187;0;0.591836915;0;1;0;3;0;0
2;24/01/2025 7:00;167;0.787094577;2;0.737766133;0.500283746;0.459223898;0.558837974;0.999534088;1;0.768062842;1;0;1;1;2;1
4;24/01/2025 8:00;151;0.587998905;2;0.252793657;0.305600395;0.251752693;0.05697712;0.710122084;0;0.980161529;1;0;0;2;2;2
3;24/01/2025 9:00;126;0.910129228;0;0.067095965;0.975089504;0.370341876;0.696703236;0.761678448;0;0.910989292;0;0;0;2;1;1
3;24/01/2025 10:00;128;0.29236296;2;0.267965362;0.664263339;0.020088222;0.051743081;0.938420013;1;0.502979154;1;1;2;0;0;2
3;24/01/2025 11:00;127;0.936960809;3;0.912679417;0.408771487;0.524089365;0.817810373;0.113435972;0;0.487771568;1;0;3;3;1;0
4;24/01/2025 12:00;134;0.22193312;2;0.633431952;0.280813507;0.505144818;0.825690944;0.704762739;0;0.437062732;1;2;0;0;1;1
2;24/01/2025 13:00;107;0.718166015;2;0.721376563;0.732101093;0.525347272;0.236431365;0.85083226;0;0.02662964;1;1;1;2;1;2
2;24/01/2025 14:00;115;0.138484789;1;0.257111977;0.242478699;0.974345589;0.323221578;0.954438846;0;0.164996601;1;1;0;3;1;2
4;24/01/2025 15:00;135;0.029915376;1;0.719708757;0.171903931;0.911738032;0.481241912;0.210785895;0;0.058105223;0;0;0;3;0;0
3;24/01/2025 16:00;129;0.684444583;1;0.027902274;0.53054266;0.161633351;0.596867175;0.503841626;0;0.696022988;0;0;2;4;0;2
3;24/01/2025 17:00;117;0.362926345;2;0.375373254;0.290351367;0.368903525;0.286826611;0.680525352;1;0.41256851;0;0;3;1;2;2
2;24/01/2025 18:00;101;0.020655087;0;0.627001608;0.629756338;0.424003881;0.592680798;0.247296296;1;0.062691417;0;1;3;4;0;2
3;24/01/2025 19:00;148;0.455797447;3;0.145969464;0.118055317;0.360549874;0.297284691;0.600417122;0;0.690236162;0;2;3;4;0;0
1;24/01/2025 20:00;176;0.240919997;2;0.823405092;0.655829726;0.798725233;0.054415462;0.257410663;1;0.644042509;1;2;0;2;1;1
2;24/01/2025 21:00;103;0.240541617;0;0.23497365;0.283650884;0.524133889;0.001327066;0.333313769;1;0.719658588;1;1;2;1;0;0
3;24/01/2025 22:00;189;0.432957773;2;0.652549308;0.000190381;0.572219335;0.100183756;0.44141086;1;0.59938814;0;2;2;4;1;2
2;24/01/2025 23:00;188;0.567863534;3;0.405272382;0.127065634;0.853269257;0.792917409;0.529110996;0;0.160576454;0;0;0;4;0;2
1;25/01/2025 0:00;193;0.56413538;2;0.596267873;0.934904614;0.806161026;0.962498026;0.449260607;1;0.060311032;0;1;2;3;2;1
2;25/01/2025 1:00;174;0.449813481;3;0.107293271;0.86854862;0.132117795;0.426769243;0.49310462;0;0.816951385;1;2;3;2;1;2
2;25/01/2025 2:00;106;0.317796761;2;0.016684815;0.233891959;0.71410285;0.512689665;0.298434077;1;0.214909924;1;1;2;4;0;1
2;25/01/2025 3:00;194;0.387101477;3;0.910033543;0.779437967;0.435489396;0.145988912;0.158764655;1;0.542015651;1;2;0;1;0;2
2;25/01/2025 4:00;173;0.303448376;2;0.269599379;0.609393555;0.29463392;0.551127732;0.047112958;0;0.484635804;1;1;0;0;1;2
1;25/01/2025 5:00;138;0.925699558;3;0.820075923;0.972247553;0.049885248;0.143790459;0.195790414;1;0.920985556;1;2;1;0;2;0
4;25/01/2025 6:00;112;0.93399943;1;0.999889533;0.374089841;0.487327945;0.611453005;0.581881828;0;0.551937864;1;1;1;2;2;0
2;25/01/2025 7:00;130;0.915725911;2;0.211355179;0.682387358;0.355451166;0.934258771;0.786120548;1;0.579547526;0;1;2;0;0;1
2;25/01/2025 8:00;170;0.371762627;2;0.265136629;0.063574157;0.251477146;0.194954782;0.169050529;1;0.318728306;1;1;2;3;0;0
3;25/01/2025 9:00;162;0.700931927;0;0.663136244;0.396764078;0.694850667;0.765164965;0.108338398;1;0.95867213;0;1;0;3;0;1
2;25/01/2025 10:00;155;0.144971777;0;0.965961392;0.965150315;0.769700593;0.022351531;0.749283392;1;0.611942633;0;1;1;1;1;0
3;25/01/2025 11:00;141;0.095856964;3;0.916288345;0.539702795;0.244750366;0.375178594;0.305005804;0;0.003832559;1;0;1;2;1;1
4;25/01/2025 12:00;160;0.166638474;2;0.503027039;0.288240448;0.049313586;0.109803898;0.951558742;0;0.555584665;1;1;3;2;1;2
1;25/01/2025 13:00;141;0.2719694;3;0.795490017;0.120390958;0.849006333;0.352102362;0.71429954;1;0.363140999;1;1;3;0;0;1
1;25/01/2025 14:00;155;0.648913605;1;0.135610669;0.70448681;0.009806748;0.172740764;0.326610599;0;0.030996392;1;1;0;4;2;0
4;25/01/2025 15:00;135;0.101404679;0;0.977960305;0.645730167;0.937408961;0.372981159;0.289385104;1;0.430905255;1;2;0;4;1;1
1;25/01/2025 16:00;183;0.8368927;3;0.964865136;0.374423374;0.627766307;0.417303522;0.523617483;0;0.773325491;1;1;0;4;2;0
4;25/01/2025 17:00;167;0.163235281;3;0.163615626;0.952255495;0.321844837;0.30009537;0.07891807;0;0.50323016;1;0;0;1;0;2
4;25/01/2025 18:00;106;0.948703938;0;0.299415761;0.022181828;0.246439575;0.656967983;0.117462542;0;0.63905986;1;1;1;2;1;0
4;25/01/2025 19:00;153;0.859233803;2;0.099992019;0.304107573;0.008852209;0.919818092;0.175662979;1;0.639342573;0;2;0;0;1;2
1;25/01/2025 20:00;100;0.312473847;3;0.271688599;0.922340687;0.235427746;0.400336068;0.77472496;0;0.670657313;0;2;0;1;1;2
3;25/01/2025 21:00;143;0.573907595;0;0.816351803;0.321343903;0.137637248;0.191591466;0.513773231;0;0.386899805;1;1;1;3;0;0
4;25/01/2025 22:00;144;0.156875161;2;0.378369853;0.252562562;0.612305162;0.270156386;0.010318049;1;0.369287694;0;1;3;3;0;2
2;25/01/2025 23:00;146;0.260973015;1;0.088224806;0.534935487;0.166468505;0.854813532;0.673484725;1;0.00343624;1;1;0;3;0;0
1;26/01/2025 0:00;112;0.171133403;0;0.342251587;0.824933121;0.528728283;0.571784828;0.4235765;1;0.153250722;0;1;3;2;2;1
4;26/01/2025 1:00;121;0.291701908;3;0.981908536;0.103242139;0.590244675;0.454880384;0.510767252;0;0.950778339;0;2;1;3;2;2
4;26/01/2025 2:00;120;0.32610665;1;0.629934143;0.944323466;0.29802836;0.148784057;0.21393388;0;0.842256952;1;1;3;4;1;1
2;26/01/2025 3:00;185;0.677071741;2;0.416244747;0.796162952;0.034924127;0.449584168;0.55171053;0;0.274279327;1;2;1;3;1;1
3;26/01/2025 4:00;191;0.542917175;2;0.166427376;0.181457913;0.037114119;0.277944;0.979221605;0;0.4005116;1;2;0;1;0;0
3;26/01/2025 5:00;108;0.856006446;0;0.986705742;0.712978621;0.026202284;0.944186649;0.073216224;0;0.939876602;0;0;3;3;0;0
3;26/01/2025 6:00;125;0.714481264;0;0.821248844;0.385459225;0.739325155;0.884953913;0.283757912;0;0.249586269;0;2;0;4;0;2
4;26/01/2025 7:00;108;0.673637387;0;0.281455924;0.402820103;0.318006047;0.082894458;0.242824694;1;0.532007585;1;1;2;3;1;0
4;26/01/2025 8:00;114;0.241379617;2;0.069882222;0.784363225;0.796528391;0.516668586;0.248378232;0;0.020952135;0;1;2;0;0;1
4;26/01/2025 9:00;109;0.863007585;1;0.056428585;0.964115977;0.431784296;0.224384006;0.378577936;0;0.619312339;1;1;3;4;2;1
1;26/01/2025 10:00;187;0.427316575;2;0.120230964;0.126785047;0.453059882;0.410541856;0.818125371;0;0.930017258;0;1;1;2;2;1
2;26/01/2025 11:00;141;0.903174829;3;0.580980932;0.42118202;0.512973414;0.877714726;0.912905329;1;0.884633561;1;0;3;3;1;2
